Inputs,1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,24,27,28,Expected Interfaces,output from Cpipe,24,25,28,29,30,input to Cpipe,32,33,36,37,38
Flow Section,Row Number,Row Enable ,Flow ,Bubble,Sad,Curr Opcode,Snoop response,LLC State,CV,Map,MonHit,CN,AvailData,SelfSnoop,SnoopConflict,FwdCnfltO,FreeInvWay,HadReject,CleanEvict,DeadDBP,ReqCV,SRP_en,SRP_HR_Fill,HadBogus,Pref_Promotion,MiscCondition,Next Bubble,IDI_U2C_REQ,IDI_U2C_RSP,IDI_U2C_DATA,UXI_C2U_REQ,UXI_C2U_DATA,UXI_C2U_RSP,CPIPE_REQ,IDI_C2U_RSP,IDI_C2U_DATA,UXI_U2C_REQ,UXI_U2C_RSP,UXI_U2C_DATA
Snoop - RspNack,12,1,Drd_Shared_Pref,c,HOM,X,RspNack,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,g,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),0,0,0,0
Snoop - RspNack,12,1,Drd_Shared_Pref,g,HOM,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,GO_NoGo(core_logic_id),0,0,0,0,X,0,0,0,0,0
Snoop - modified- don't need to evict,12,1,Drd_Shared_Opt/Drd_Shared_Pref,c,HOM,X,!RspNack,LLC_M,X,D,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,d,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop - modified- don't need to evict,13,1,Drd_Shared_Opt/Drd_Shared_Pref,c,HOM,X,Rsp.*FwdMO,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,d,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop - modified- don't need to evict,14,1,Drd_Shared_Opt/Drd_Shared_Pref,d,HOM,SNP_RSP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,GO(core_logic_id),data(core_logic_id),0,0,0,X,0,0,0,0,0
Snoop - modified- need to evict,15,1,Drd_Shared_Opt/Drd_Shared_Pref,c,HOM,X,Rsp.*FwdMO,X,X,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,t,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop - modified- need to evict,16,1,Drd_Shared_Opt/Drd_Shared_Pref,t,HOM,SNP_RSP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,h,0,GO(core_logic_id),data(core_logic_id),0,0,0,FakeCycle,0,0,0,0,0
Snoop - modified- need to evict,17,1,Drd_Shared_Opt/Drd_Shared_Pref,h,HOM,FakeCycle,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,0,0,0,WbMtoE,0,X,0,0,0,CmpU,0
Snoop - non modified data,18,1,Drd_Shared_Opt/Drd_Shared_Pref,c,HOM,X,!Rsp.*FwdMO,S/E,X,D,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,e,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop - non modified data,19,1,Drd_Shared_Opt/Drd_Shared_Pref,c,HOM,X,Rsp.*FwdFE,S/E,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,e,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop - non modified data,20,1,Drd_Shared_Opt/Drd_Shared_Pref,e,HOM,SNP_RSP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,GO(core_logic_id),data(core_logic_id),0,0,0,X,0,0,0,0,0
Snoop - No data found,21,1,Drd_Shared_Opt/Drd_Shared_Pref,c,HOM,X,RspS/RspI/RspIhitFSE/RspIHitI/RspSHitFSE/RspSI/RspFlushed,X,X,SF,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,read from memory,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),0,0,0,0
read from memory,22,1,Drd_Shared_Opt/Drd_Shared_Pref,read from memory,HOM,X,X,X,X,X,X,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,r,0,0,0,0,0,0,X,0,0,0,0,0
read from memory,23,1,Drd_Shared_Opt/Drd_Shared_Pref,read from memory,HOM,SNP_RSP,RspSHitFSE/RspS/RspSI,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,r,0,0,0,0,0,0,X,0,0,0,0,0
read from memory - alloc - CN=1,24,1,Drd_Shared_Opt/Drd_Shared_Pref,r,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,E/M,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdInvOwn,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data
read from memory - alloc - CN=1,25,1,Drd_Shared_Opt/Drd_Shared_Pref,r,HOM,Drd_Shared_Opt/Drd_Shared_Pref/SNP_RSP,X,S/I,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data
read from memory - alloc - CN=1,26,1,Drd_Shared_Opt/Drd_Shared_Pref,r,HOM,SNP_RSP,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data
read from memory - alloc(after snp) - CN=0,27,1,Drd_Shared_Opt/Drd_Shared_Pref,r,HOM,SNP_RSP,X,S/I,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data
read from memory - alloc(after snp) - CN=0,28,1,Drd_Shared_Opt/Drd_Shared_Pref,r,HOM,SNP_RSP,X,X,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data
read from memory,29,1,Drd_Shared_Opt/Drd_Shared_Pref,s,HOM,M_CmpO/E_CmpO/SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,GO(core_logic_id),data(core_logic_id),0,0,0,X,0,0,0,0,0
read from memory,30,1,Drd_Shared_Opt/Drd_Shared_Pref,read from memory,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,X,X,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,p,0,0,0,0,0,0,X,0,0,0,0,0
read from memory,31,1,Drd_Shared_Opt/Drd_Shared_Pref,read from memory,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,X,X,X,X,0,1,X,X,X,X,X,X,X,X,X,X,X,X,X,p,0,0,0,0,0,0,X,0,0,0,0,0
read from memory,32,1,Drd_Shared_Opt/Drd_Shared_Pref,read from memory,HOM,SNP_RSP,X,X,X,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,p,0,0,0,0,0,0,X,0,0,0,0,0
read from memory,33,1,Drd_Shared_Opt/Drd_Shared_Pref,read from memory,HOM,SNP_RSP,!(RspSHitFSE/RspS/RspSI),X,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,p,0,0,0,0,0,0,X,0,0,0,0,0
read from memory - non alloc,34,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,E/M,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdInv,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory - non alloc,35,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,SNP_RSP,X,E/M,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory - non alloc,36,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,Drd_Shared_Opt/SNP_RSP,X,S/I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory - non alloc,37,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,Drd_Shared_Pref,X,S,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory - non alloc,38,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,Drd_Shared_Pref,!(RspSHitFSE/RspS/RspSI),I,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdDataLP,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory - non alloc,39,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,Drd_Shared_Pref,RspSHitFSE/RspS/RspSI,I,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory - non alloc,40,1,Drd_Shared_Opt/Drd_Shared_Pref,p,HOM,Drd_Shared_Pref,X,I,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data(direct2core)
read from memory,41,1,Drd_Shared_Opt/Drd_Shared_Pref,q,HOM,E_CmpO/SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,GO(core_logic_id),data(core_logic_id),0,0,0,X,0,0,0,0,0
First Pass - miss,42,1,Drd_Shared_Opt/Drd_Shared_Pref,first,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,LLC_I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,had_promotion=0,read from memory,0,0,0,0,0,0,X,0,0,0,0,0
First Pass - miss,43,1,Drd_Shared_Opt/Drd_Shared_Pref,first,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,X,0,SF,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,had_promotion=0,read from memory,0,0,0,0,0,0,X,0,0,0,0,0
First Pass - promotion,44,1,Drd_Shared_Opt/Drd_Shared_Pref,first,HOM,Drd_Shared_Opt/Drd_Shared_Pref,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,had_promotion=1,promoted,0,0,0,0,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,0,0
prefetch promotion,45,1,Drd_Shared_Opt/Drd_Shared_Pref,promoted,HOM,M_CmpO/E_CmpO/SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,prefetch_upi_rd=RdDataMigLP,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
prefetch promotion,46,1,Drd_Shared_Opt/Drd_Shared_Pref,promoted,HOM,SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,prefetch_upi_rd=RdCodeLP,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
prefetch promotion,47,1,Drd_Shared_Opt/Drd_Shared_Pref,promoted,HOM,M_CmpO/E_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,prefetch_upi_rd=RdInvOwnLP,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
