Inputs,1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,24,27,28,Expected Interfaces,output from Cpipe,24,25,28,29,30,input to Cpipe,32,33,36,37,38
Flow Section,Row Number,Row Enable ,Flow ,Bubble,Sad,Curr Opcode,Snoop response,LLC State,CV,Map,MonHit,CN,AvailData,SelfSnoop,SnoopConflict,FwdCnfltO,FreeInvWay,HadReject,CleanEvict,DeadDBP,ReqCV,SRP_en,SRP_HR_Fill,HadBogus,Pref_Promotion,MiscCondition,Next Bubble,IDI_U2C_REQ,IDI_U2C_RSP,IDI_U2C_DATA,UXI_C2U_REQ,UXI_C2U_DATA,UXI_C2U_RSP,CPIPE_REQ,IDI_C2U_RSP,IDI_C2U_DATA,UXI_U2C_REQ,UXI_U2C_RSP,UXI_U2C_DATA
LLC Miss ,30,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,first,HOM,DRd/DRd_NS/DRd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,X,X,0,SF,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,had_promotion=0,read from memory,0,0,0,0,0,0,X,0,0,0,0,0
"UPI non Alloc, No Monitor",31,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,read from memory,HOM,DRd/DRd_NS/DRd_Opt/Drd_Pref/Drd_Opt_Pref/DRdPTE/SNP_RSP,X,X,X,X,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,p,0,0,0,0,0,0,X,0,0,0,0,0
"UPI non Alloc, No Monitor",32,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,read from memory,HOM,DRd/DRd_NS/DRd_Opt/Drd_Pref/Drd_Opt_Pref/DRdPTE/SNP_RSP,X,X,X,X,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,p,0,0,0,0,0,0,X,0,0,0,0,0
"UPI non Alloc, No Monitor",33,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,p,HOM,X,no_snoop_sent,E/M,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdInvOwn,0,0,M_CmpO/E_CmpO,0,0,0,M_CmpO/E_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",34,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,p,HOM,X,RspI/RspIhitFSE/RspIHitI/RspFlushed,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",35,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,p,HOM,X,RspS/RspSHitFSE/RspSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdData,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",36,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,p,HOM,X,no_snoop_sent,S,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,0,0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",37,1,Drd/Drd_Pref/DRdPTE,p,HOM,l,no_snoop_sent,E/M,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdInvOwn,0,0,M_CmpO/E_CmpO,0,0,0,M_CmpO/E_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",38,1,Drd/Drd_Pref/DRdPTE,p,HOM,X,RspI/RspIhitFSE/RspIHitI/RspFlushed,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdDataMig,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
"UPI non Alloc, No Monitor",39,1,Drd/Drd_Pref/DRdPTE,p,HOM,X,RspS/RspSHitFSE/RspSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,q,0,LLCMiss(core_logic_id),0,RdData,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,M_CmpO/E_CmpO/SI_CmpO,data(direct2core)
